sim,terminal_pnl,max_dd,worst_20d,ruin_200,ruin_300,ruin_500,ruin_750,ruin_1000,ruin_1500,ruin_2000
232,-99.55817840902124,-923.3386461371806,-242.16034144047447,1,1,1,1,0,0,0
233,518.0113823933383,-1276.696969722915,-231.62004623999997,1,1,0,0,0,0,0
234,499.52651617028215,-1378.6135675674755,-251.87253176658348,1,1,0,0,0,0,0
235,-245.12425957329577,-965.1866235675246,-251.87253176658348,1,1,1,1,0,0,0
236,-795.072923747201,-1279.1554286555067,-216.0257766325425,1,1,1,1,1,0,0
237,-790.8027522412739,-1427.5803773972846,-236.03108844433982,1,1,1,1,1,0,0
238,-211.96635880348242,-997.1648226374768,-236.9490784093999,1,1,1,1,0,0,0
239,-1557.1457312163077,-1750.2069239708005,-221.69590334273846,1,1,1,1,1,1,0
240,315.0451315227256,-780.0976533630576,-231.62004624000005,1,0,0,0,0,0,0
241,-1340.2996791020723,-1427.1871793931437,-247.10541997475403,1,1,1,1,1,0,0
242,-250.06723231603593,-1034.4228435440796,-251.15213871031784,1,1,1,1,0,0,0
243,390.0804544861547,-866.2257780072398,-236.9490784094,0,0,0,0,0,0,0
244,-75.48316028986518,-607.5178620303043,-242.16034144047438,1,1,0,0,0,0,0
245,449.79365937434443,-954.09042845006,-267.249871668351,1,0,0,0,0,0,0
246,531.8548713728894,-1051.6857610216275,-259.62073106231134,1,1,1,0,0,0,0
247,-1033.6526293736617,-1366.8825751136612,-242.1603414404744,1,1,1,1,1,0,0
248,483.16675356911,-590.4657061673802,-242.16034144047438,1,1,0,0,0,0,0
249,-542.5235016403071,-1433.1149368091396,-253.1456676040293,1,1,1,1,1,0,0
250,551.5406659377405,-725.1630656884794,-236.03108844433982,1,1,1,0,0,0,0
251,-256.0412518686044,-816.2126680702199,-254.4827866204744,1,1,1,0,0,0,0
